Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_fra-EntitéMin_nom_fra,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWO00","Science et innovation","Agriculture et Agroalimentaire Canada mène des recherches scientifiques, développe de nouvelles connaissances et de nouvelles technologies et transfère les résultats au secteur de l’agriculture et de l’agroalimentaire. Agriculture et Agroalimentaire Canada travaille également avec l'industrie et d'autres partenaires pour renforcer la capacité du secteur à développer et à adopter des pratiques, des produits et des procédés novateurs.","BWO03","Agri-innover","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWO00","Science et innovation","Agriculture et Agroalimentaire Canada mène des recherches scientifiques, développe de nouvelles connaissances et de nouvelles technologies et transfère les résultats au secteur de l’agriculture et de l’agroalimentaire. Agriculture et Agroalimentaire Canada travaille également avec l'industrie et d'autres partenaires pour renforcer la capacité du secteur à développer et à adopter des pratiques, des produits et des procédés novateurs.","BWO04","Programmes en matière d'environnement et de changements climatiques","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWO00","Science et innovation","Agriculture et Agroalimentaire Canada mène des recherches scientifiques, développe de nouvelles connaissances et de nouvelles technologies et transfère les résultats au secteur de l’agriculture et de l’agroalimentaire. Agriculture et Agroalimentaire Canada travaille également avec l'industrie et d'autres partenaires pour renforcer la capacité du secteur à développer et à adopter des pratiques, des produits et des procédés novateurs.","BWO05","Programme canadien des priorités stratégiques de l'agriculture","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWO00","Science et innovation","Agriculture et Agroalimentaire Canada mène des recherches scientifiques, développe de nouvelles connaissances et de nouvelles technologies et transfère les résultats au secteur de l’agriculture et de l’agroalimentaire. Agriculture et Agroalimentaire Canada travaille également avec l'industrie et d'autres partenaires pour renforcer la capacité du secteur à développer et à adopter des pratiques, des produits et des procédés novateurs.","BWO06","Programmes à frais partagés fédéral, provinciaux et territoriaux reliés à la science, à la recherche, à l'innovation et à l'environnement","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP01","Agri-stabilité","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP02","Agri-investissement","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP03","Agri-relance","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP04","Agri-protection","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP05","Agri-risques","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP06","Programmes de garantie de prêts","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP07","Service de médiation en matière d'endettement agricole","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP08","Lutte antiparasitaire","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP09","Programme d'assurance","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP10","Programmes à frais partagés fédéral, provinciaux et territoriaux reliés à l'assurance","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP11","Retour de paiements","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","Agriculture et Agroalimentaire Canada fournit des outils pour atténuer les répercussions financières des risques indépendants de la volonté des producteurs qui menacent la viabilité de leur exploitation. Agriculture et Agroalimentaire Canada travaille également avec le secteur pour s'assurer que des systèmes, des normes et des outils sont élaborés pour soutenir sa capacité à prévenir et à maîtriser les risques et à répondre aux demandes du marché.","BWP13","Intervention en cas d'éclosion de la peste porcine africaine","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS01","Services de gestion et de surveillance","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS02","Services de communication","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS03","Services juridiques","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS04","Services de gestion des ressources humaines","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS05","Services de gestion financière","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS06","Services de gestion de l'information","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS07","Services de la technologie de l'information","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS08","Services de gestion des biens immobiliers","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS09","Services de gestion du matériel","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS0Z","Services de gestion des acquisitions","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Commission canadienne du lait","BGA00","Commission canadienne du lait","De permettre aux producteurs de lait et de crème dont l’entreprise est efficace d’obtenir une juste rétribution de leur travail et de leur investissement et d’assurer aux consommateurs un approvisionnement continu et suffisant de produits laitiers de qualité.",,,"","","134 - Commission canadienne du lait"
"Agriculture et Agroalimentaire",,"Commission canadienne des grains","BGB00","Réglementation des grains","La Commission canadienne des grains réglemente la manutention du grain au Canada, et elle établit et maintient des normes de qualité du grain canadien fondées sur la science.","BGB01","Qualité des grains","","","133 - Commission canadienne des grains"
"Agriculture et Agroalimentaire",,"Commission canadienne des grains","BGB00","Réglementation des grains","La Commission canadienne des grains réglemente la manutention du grain au Canada, et elle établit et maintient des normes de qualité du grain canadien fondées sur la science.","BGB02","Recherches sur les grains","","","133 - Commission canadienne des grains"
"Agriculture et Agroalimentaire",,"Commission canadienne des grains","BGB00","Réglementation des grains","La Commission canadienne des grains réglemente la manutention du grain au Canada, et elle établit et maintient des normes de qualité du grain canadien fondées sur la science.","BGB03","Mesures de protection des producteurs de grain","","","133 - Commission canadienne des grains"
"Agriculture et Agroalimentaire",,"Commission canadienne des grains","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",,,"","1 Ce ministère n'a pas à ventiler les dépenses relatives aux services internes en utilisant les codes de programmes spécifiques aux groupes suivants : services de gestion et de surveillance, services des communications, services juridiques, services de gestion des ressources humaines, services de gestion des finances, services de gestion de l'information, services des technologies de l'information, services de gestion des biens, services de gestion du matériel, services de gestion des acquisitions et autres services administratifs. Ce ministère utilisera strictement le code des services internes.","133 - Commission canadienne des grains"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSD00","Créativité, arts et culture","Veiller à ce qu’un large éventail de contenu artistique et culturel canadien soit accessible au pays et à l’étranger. Offrir aux Canadiens des occasions de s’engager et de participer à la vie créative du Canada, en créant un sentiment d’appartenance et d’inclusion. Contribuer au succès des activités qui favorisent la créativité, les possibilités d’innovation, de croissance et d’emploi dans le secteur culturel et pour l’économie créative du Canada. Appuyer les politiques et les mesures législatives et réglementaires; gérer des programmes de financement supportant la création, la formation professionnelle, l’infrastructure culturelle et la diffusion des arts; le développement des affaires et d’initiatives de commercialisation; et l’établissement de partenariats au Canada et à l’étranger.","BSD01","Arts","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSD00","Créativité, arts et culture","Veiller à ce qu’un large éventail de contenu artistique et culturel canadien soit accessible au pays et à l’étranger. Offrir aux Canadiens des occasions de s’engager et de participer à la vie créative du Canada, en créant un sentiment d’appartenance et d’inclusion. Contribuer au succès des activités qui favorisent la créativité, les possibilités d’innovation, de croissance et d’emploi dans le secteur culturel et pour l’économie créative du Canada. Appuyer les politiques et les mesures législatives et réglementaires; gérer des programmes de financement supportant la création, la formation professionnelle, l’infrastructure culturelle et la diffusion des arts; le développement des affaires et d’initiatives de commercialisation; et l’établissement de partenariats au Canada et à l’étranger.","BSD02","Cadre du marché culturel","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSD00","Créativité, arts et culture","Veiller à ce qu’un large éventail de contenu artistique et culturel canadien soit accessible au pays et à l’étranger. Offrir aux Canadiens des occasions de s’engager et de participer à la vie créative du Canada, en créant un sentiment d’appartenance et d’inclusion. Contribuer au succès des activités qui favorisent la créativité, les possibilités d’innovation, de croissance et d’emploi dans le secteur culturel et pour l’économie créative du Canada. Appuyer les politiques et les mesures législatives et réglementaires; gérer des programmes de financement supportant la création, la formation professionnelle, l’infrastructure culturelle et la diffusion des arts; le développement des affaires et d’initiatives de commercialisation; et l’établissement de partenariats au Canada et à l’étranger.","BSD03","Soutien et développement des industries culturelles","","","135 - Patrimoine canadien (Ministère du)"
