Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_Eng-EntitéMin_nom_ang,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWO00","Science and Innovation","Agriculture and Agri-Food Canada conducts scientific research, develops new knowledge and new technologies, and transfers the results to the agriculture and agri-food sector.  Agriculture and Agri-Food Canada also works with industry and other partners to strengthen the sector’s capacity to develop and adopt innovative practices, products and processes. ","BWO03","AgriInnovate","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWO00","Science and Innovation","Agriculture and Agri-Food Canada conducts scientific research, develops new knowledge and new technologies, and transfers the results to the agriculture and agri-food sector.  Agriculture and Agri-Food Canada also works with industry and other partners to strengthen the sector’s capacity to develop and adopt innovative practices, products and processes. ","BWO04","Agricultural Greenhouse Gases Program","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWO00","Science and Innovation","Agriculture and Agri-Food Canada conducts scientific research, develops new knowledge and new technologies, and transfers the results to the agriculture and agri-food sector.  Agriculture and Agri-Food Canada also works with industry and other partners to strengthen the sector’s capacity to develop and adopt innovative practices, products and processes. ","BWO05","Canadian Agricultural Adaptation Program","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWO00","Science and Innovation","Agriculture and Agri-Food Canada conducts scientific research, develops new knowledge and new technologies, and transfers the results to the agriculture and agri-food sector.  Agriculture and Agri-Food Canada also works with industry and other partners to strengthen the sector’s capacity to develop and adopt innovative practices, products and processes. ","BWO06","Federal, Provincial and Territorial Cost-shared Science, Research, Innovation and Environment","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP01","AgriStability","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP02","AgriInvest","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP03","AgriRecovery","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP04","AgriInsurance","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP05","AgriRisk","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP06","Loan Guarantee Programs","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP07","Farm Debt Mediation Service","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP08","Pest Management","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP09","Assurance Program","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP10","Federal, Provincial and Territorial Cost-shared Assurance","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","BWP00","Sector Risk","Agriculture and Agri-Food Canada provides tools to mitigate the financial impact of risks beyond producers’ control that threaten the viability of their operation.  Agriculture and Agri-Food Canada also works with the sector to ensure that systems, standards and tools are developed to support its ability to prevent and control risks and address market demands.","BWP11","Return of Payments","","","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSA1","Management and Oversight Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSA2","Communications Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSA3","Legal Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSA4","Human Resources Management Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSA5","Financial Management Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSA6","Information Management Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSA7","Information Technology Management Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSA8","Real Property Management Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSA9","Materiel Management Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Agriculture and Agri-Food (Department of)","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.","ISSAZ","Acquisition Management Services","","2 The note related to the ISSA0 code applies.","001 - Agriculture and Agri-Food (Department of)"
"Agriculture and Agri-Food",,"Canadian Dairy Commission","BGA00","Canadian Dairy Commission","To provide efficient producers of milk and cream with the opportunity of obtaining a fair return for their labour and investment and to provide consumers of dairy products with a continuous and adequate supply of dairy products of high quality.",,,"","","134 - Canadian Dairy Commission"
"Agriculture and Agri-Food",,"Canadian Grain Commission","BGB00","Grain Regulation","The Canadian Grain Commission regulates grain handling in Canada and establishes and maintains science based standards of quality for Canadian grain.","BGB01","Grain Quality","","","133 - Canadian Grain Commission"
"Agriculture and Agri-Food",,"Canadian Grain Commission","BGB00","Grain Regulation","The Canadian Grain Commission regulates grain handling in Canada and establishes and maintains science based standards of quality for Canadian grain.","BGB02","Grain Research","","","133 - Canadian Grain Commission"
"Agriculture and Agri-Food",,"Canadian Grain Commission","BGB00","Grain Regulation","The Canadian Grain Commission regulates grain handling in Canada and establishes and maintains science based standards of quality for Canadian grain.","BGB03","Safeguards for Grain Farmers","","","133 - Canadian Grain Commission"
"Agriculture and Agri-Food",,"Canadian Grain Commission","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.",,,""," - 1 Most departments and agencies are to substitute the letter A by a zero (0). However, in rare cases, where a department or agency has more than one vote per kind of vote (Program, Operating, Capital Expenditures), or another department or agency is allowed to function within a host departmental financial system and the accounting is included in the host department’s Central Financial Management and Reporting System (CFMRS) trial balance, the A would be substituted sequentially by 1 for the first vote/organization and by 2 for the second vote/organization, etc.

 - 3 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","133 - Canadian Grain Commission"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA01","Tax Services and Processing","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA02","Returns Compliance","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA03","Collections","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA04","Domestic Compliance","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA05","International and Large Business Compliance and Criminal Investigations","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA06","Objections and Appeals","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA07","Taxpayer Relief","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA08","Service Complaints","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA09","Charities","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA10","Registered Plans","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRA00","Tax","To ensure that Canada's voluntary self-assessment tax system is sustained by providing taxpayers with the support and information they need to understand and fulfill their tax obligations, and by taking compliance and enforcement action when necessary to uphold the integrity of the system, offering avenues for redress whenever taxpayers may disagree with an assessment/decision.","BRA11","Policy, Rulings, and Interpretations","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRB00","Benefits","To ensure that Canadians obtain the support and information they need to know what benefits they may be eligible to receive, that they receive their benefit payments in a timely manner, and have avenues of redress when they disagree with a decision on their benefit eligibility.","BRB01","Benefits","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","BRC00","Taxpayers' Ombudsman","Canadians have access to trusted and independent review of service complaints about the Canada Revenue Agency.","BRC01","Taxpayers' Ombudsman","",""," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA1","Management and Oversight Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA2","Communications Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA3","Legal Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA4","Human Resources Management Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA5","Financial Management Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA6","Information Management Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA7","Information Technology Management Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA8","Real Property Management Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA9","Materiel Management Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"National Revenue",,"Canada Revenue Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSAZ","Acquisition Management Services","","2 The note related to the ISSA0 code applies."," - 130 - Canada Revenue Agency

 - 122 - Canada Revenue Agency - (Administered Activities)"
"Canadian Heritage",,"Canadian Heritage (Department of)","BSD00","Creativity, Arts and Culture","Ensures that a wide range of Canadian artistic and cultural content is accessible at home and abroad. Provides opportunities for Canadians to participate and engage in Canada’s creative life, fostering a sense of belonging and inclusion. Fosters creativity, innovation, growth and employment opportunities in Canada’s cultural sector, and in the creative economy. Support policy, legislative and regulatory measures; deliver funding programs that support creation, professional training, cultural infrastructure and arts presentation; business development and marketing initiatives; and the establishment of partnerships in Canada and abroad.","BSD01","Arts","","","135 - Canadian Heritage (Department of)"
"Canadian Heritage",,"Canadian Heritage (Department of)","BSD00","Creativity, Arts and Culture","Ensures that a wide range of Canadian artistic and cultural content is accessible at home and abroad. Provides opportunities for Canadians to participate and engage in Canada’s creative life, fostering a sense of belonging and inclusion. Fosters creativity, innovation, growth and employment opportunities in Canada’s cultural sector, and in the creative economy. Support policy, legislative and regulatory measures; deliver funding programs that support creation, professional training, cultural infrastructure and arts presentation; business development and marketing initiatives; and the establishment of partnerships in Canada and abroad.","BSD02","Cultural Marketplace Framework","","","135 - Canadian Heritage (Department of)"
"Canadian Heritage",,"Canadian Heritage (Department of)","BSD00","Creativity, Arts and Culture","Ensures that a wide range of Canadian artistic and cultural content is accessible at home and abroad. Provides opportunities for Canadians to participate and engage in Canada’s creative life, fostering a sense of belonging and inclusion. Fosters creativity, innovation, growth and employment opportunities in Canada’s cultural sector, and in the creative economy. Support policy, legislative and regulatory measures; deliver funding programs that support creation, professional training, cultural infrastructure and arts presentation; business development and marketing initiatives; and the establishment of partnerships in Canada and abroad.","BSD03","Cultural Industries Support and Development","","","135 - Canadian Heritage (Department of)"
"Canadian Heritage",,"Canadian Heritage (Department of)","BSE00","Heritage and Celebration","Offers opportunities for Canadians to participate in celebrations and commemorations of national significance, and in local festivals and heritage events. Invests in the development of learning materials and experiences that give Canadians opportunities to enhance their understanding of Canada’s history. Facilitates access to heritage and provides support to heritage institutions to preserve and present heritage to all Canadians. Delivers projects, programs and services; grants, contributions and tax incentives; conducts research; provides authoritative information and expertise; and supports the implementation of heritage-related legislation.","BSE01","National Celebrations, Commemorations and Symbols","","","135 - Canadian Heritage (Department of)"
