Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_fra-EntitéMin_nom_fra,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","","BWP04","Agri-protection","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","","BWP06","Programmes de garantie de prêts","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","","BWP07","Service de médiation en matière d'endettement agricole","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","","BWP08","Lutte antiparasitaire","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","","BWP09","Programme d'assurance","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","","BWP10","Programmes à frais partagés fédéral, provinciaux et territoriaux reliés à l'assurance","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","","BWP11","Retour de paiements","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","","BWP13","Intervention en cas d'éclosion de la peste porcine africaine","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","BWP00","Risques du secteur","","BWP14","Programme d'assurance des prix du bétail","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS01","Services de gestion et de surveillance","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS02","Services de communication","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS03","Services juridiques","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS04","Services de gestion des ressources humaines","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS05","Services de gestion financière","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS06","Services de gestion de l'information","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS07","Services de la technologie de l'information","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS08","Services de gestion des biens immobiliers","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS09","Services de gestion du matériel","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Agriculture et de l'Agroalimentaire (Ministère de l')","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS0Z","Services de gestion des acquisitions","","","001 - Agriculture et de l'Agroalimentaire (Ministère de l')"
"Agriculture et Agroalimentaire",,"Commission canadienne du lait","BGA00","Commission canadienne du lait","",,,"","","134 - Commission canadienne du lait"
"Agriculture et Agroalimentaire",,"Commission canadienne des grains","BGB00","Réglementation des grains","","BGB01","Qualité des grains","","","133 - Commission canadienne des grains"
"Agriculture et Agroalimentaire",,"Commission canadienne des grains","BGB00","Réglementation des grains","","BGB02","Recherches sur les grains","","","133 - Commission canadienne des grains"
"Agriculture et Agroalimentaire",,"Commission canadienne des grains","BGB00","Réglementation des grains","","BGB03","Mesures de protection des producteurs de grain","","","133 - Commission canadienne des grains"
"Agriculture et Agroalimentaire",,"Commission canadienne des grains","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",,,"","1 Ce ministère n'a pas à ventiler les dépenses relatives aux services internes en utilisant les codes de programmes spécifiques aux groupes suivants : services de gestion et de surveillance, services des communications, services juridiques, services de gestion des ressources humaines, services de gestion des finances, services de gestion de l'information, services des technologies de l'information, services de gestion des biens, services de gestion du matériel, services de gestion des acquisitions et autres services administratifs. Ce ministère utilisera strictement le code des services internes.","133 - Commission canadienne des grains"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSD00","Créativité, arts et culture","","BSD01","Arts","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSD00","Créativité, arts et culture","","BSD02","Cadre du marché culturel","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSD00","Créativité, arts et culture","","BSD03","Soutien et développement des industries culturelles","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSE00","Patrimoine et célébrations","","BSE01","Célébrations, commémorations, symboles nationaux","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSE00","Patrimoine et célébrations","","BSE02","Engagement communautaire et patrimoine","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSE00","Patrimoine et célébrations","","BSE03","Préservation et accès au patrimoine","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSE00","Patrimoine et célébrations","","BSE04","Apprentissage de l'histoire canadienne","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSF00","Sport","","BSF01","Développement du sport et performance de haut niveau","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSG00","Diversité et inclusion","","BSG01","Multiculturalisme et lutte contre le racisme","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSG00","Diversité et inclusion","","BSG02","Droits de la personne","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSG00","Diversité et inclusion","","BSG03","Langues autochtones","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSG00","Diversité et inclusion","","BSG04","Engagement des jeunes","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","BSH00","Langues officielles","","BSH01","Langues officielles","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS01","Services de gestion et de surveillance","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS02","Services de communication","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS03","Services juridiques","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS04","Services de gestion des ressources humaines","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS05","Services de gestion financière","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS06","Services de gestion de l'information","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS07","Services de la technologie de l'information","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS08","Services de gestion des biens immobiliers","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS09","Services de gestion du matériel","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Patrimoine canadien (Ministère du)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS0Z","Services de gestion des acquisitions","","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Conseil des Arts du Canada","BFJ00","Conseil des Arts du Canada","",,,"","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Société Radio-Canada","BFD00","Société Radio-Canada","",,,"","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Musée canadien de l'histoire","BRI00","Musée canadien de l'histoire","",,,"","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Musée canadien des droits de la personne","BRL00","Musée canadien des droits de la personne","",,,"","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Musée canadien de la nature","BRQ00","Musée canadien de la nature","",,,"","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Musée canadien de l'immigration du Quai 21","BRN00","Musée canadien de l'immigration du Quai 21","",,,"","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Fondation canadienne des relations raciales","BYF00","Fondation canadienne des relations raciales","",,,"","","135 - Patrimoine canadien (Ministère du)"
"Patrimoine Canadien",,"Conseil de la radiodiffusion et des télécommunications canadiennes","BRT00","Réglementer et surveiller le système de communication","","BRT01","Soutien pour la création de contenu canadien","","","016 - Conseil de la radiodiffusion et des télécommunications canadiennes"
"Patrimoine Canadien",,"Conseil de la radiodiffusion et des télécommunications canadiennes","BRT00","Réglementer et surveiller le système de communication","","BRT02","Connexion au système de communication","","","016 - Conseil de la radiodiffusion et des télécommunications canadiennes"
"Patrimoine Canadien",,"Conseil de la radiodiffusion et des télécommunications canadiennes","BRT00","Réglementer et surveiller le système de communication","","BRT03","Protection au sein du système de communication","","","016 - Conseil de la radiodiffusion et des télécommunications canadiennes"
